09/22/2022 10:37:54,CRITICAL,Unable to initialise wallet due to error: String value expected of type <class 'eth_utils.exceptions.ValidationError'>
11/22/2022 06:03:24,ERROR,Error sending transaction
11/22/2022 06:03:25,ERROR,Error sending transaction
11/22/2022 06:03:25,ERROR,Error sending transaction
11/22/2022 06:03:25,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1880235-1
11/22/2022 06:07:00,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1083.76787825,0.101,7
11/22/2022 06:07:05,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketSell,193.989,0.101,ID-1880301-1
11/22/2022 06:07:45,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1087.01918188475,0.099,8
11/22/2022 06:07:49,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1880314-1
11/22/2022 06:08:43,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1087.01918188475,0.099,9
11/22/2022 06:08:47,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1880331-1
11/22/2022 06:08:50,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1087.01918188475,0.099,10
11/22/2022 06:08:54,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1880333-1
11/22/2022 06:08:56,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1087.01918188475,0.099,11
11/22/2022 06:09:00,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1880335-1
11/22/2022 06:15:23,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/22/2022 06:15:23,INFO,Connected to database fxdex
11/22/2022 06:15:25,INFO,Connected to database fxdex
11/22/2022 06:15:27,INFO,Connected to database fxdex
11/22/2022 06:15:34,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1087.01918188475,0.099,12
11/22/2022 06:15:37,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 294, in _send_tx
    self._account_sequence += 1
AttributeError: 'grpcClient' object has no attribute '_account_sequence'

11/22/2022 06:15:37,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 287, in _send_tx
    tx_response = await tx_func
RuntimeError: cannot reuse already awaited coroutine

11/22/2022 06:15:38,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 287, in _send_tx
    tx_response = await tx_func
RuntimeError: cannot reuse already awaited coroutine

11/22/2022 06:15:38,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1880453-1
11/23/2022 10:32:42,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 10:32:42,INFO,Connected to database fxdex
11/23/2022 10:32:44,INFO,Connected to database fxdex
11/23/2022 10:32:46,INFO,Connected to database fxdex
11/23/2022 10:34:53,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,13
11/23/2022 10:34:53,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 292, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/23/2022 10:34:54,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 292, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/23/2022 10:34:55,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 292, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/23/2022 10:37:53,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 10:37:53,INFO,Connected to database fxdex
11/23/2022 10:37:54,INFO,Connected to database fxdex
11/23/2022 10:37:56,INFO,Connected to database fxdex
11/23/2022 10:38:06,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,14
11/23/2022 10:38:44,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,15
11/23/2022 11:04:23,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 11:04:23,INFO,Connected to database fxdex
11/23/2022 11:04:25,INFO,Connected to database fxdex
11/23/2022 11:04:27,INFO,Connected to database fxdex
11/23/2022 11:04:38,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,16
11/23/2022 11:04:43,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 293, in _send_tx
    self._account_sequence += 1
AttributeError: 'grpcClient' object has no attribute '_account_sequence'

11/23/2022 11:04:43,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    tx_response = await tx_func
RuntimeError: cannot reuse already awaited coroutine

11/23/2022 11:04:43,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    tx_response = await tx_func
RuntimeError: cannot reuse already awaited coroutine

11/23/2022 11:04:43,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1898486-1
11/23/2022 11:05:38,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 11:05:38,INFO,Connected to database fxdex
11/23/2022 11:05:40,INFO,Connected to database fxdex
11/23/2022 11:05:42,INFO,Connected to database fxdex
11/23/2022 11:06:01,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,17
11/23/2022 11:06:03,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 293, in _send_tx
    self._account_sequence += 1
AttributeError: 'grpcClient' object has no attribute '_account_sequence'

11/23/2022 11:06:03,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1898510-1
11/23/2022 11:07:33,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 11:07:33,INFO,Connected to database fxdex
11/23/2022 11:07:35,INFO,Connected to database fxdex
11/23/2022 11:07:36,INFO,Connected to database fxdex
11/23/2022 11:07:50,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,18
11/23/2022 11:07:54,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 293, in _send_tx
    self.account_sequence += 1
AttributeError: 'grpcClient' object has no attribute 'account_sequence'

11/23/2022 11:07:54,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1898543-1
11/23/2022 11:11:41,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 11:11:41,INFO,Connected to database fxdex
11/23/2022 11:11:43,INFO,Connected to database fxdex
11/23/2022 11:11:45,INFO,Connected to database fxdex
11/23/2022 11:12:01,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,19
11/23/2022 11:12:05,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1898618-1
11/23/2022 11:27:38,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 11:27:38,INFO,Connected to database fxdex
11/23/2022 11:27:40,INFO,Connected to database fxdex
11/23/2022 11:27:41,INFO,Connected to database fxdex
11/23/2022 11:27:46,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,20
11/23/2022 11:27:50,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1898899-1
11/23/2022 11:28:12,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1157.00887453,0.275,21
11/23/2022 11:28:12,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/23/2022 11:28:12,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/23/2022 11:28:12,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/23/2022 11:31:46,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 11:31:46,INFO,Connected to database fxdex
11/23/2022 11:31:48,INFO,Connected to database fxdex
11/23/2022 11:31:51,INFO,Connected to database fxdex
11/23/2022 11:32:06,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1157.00887453,0.275,22
11/23/2022 11:32:10,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketSell,193.989,0.275,ID-1898976-1
11/23/2022 11:32:34,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,23
11/23/2022 11:32:37,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 281, in _send_tx
    tx_response = await tx_func
TypeError: object TxResponse can't be used in 'await' expression

11/23/2022 11:32:37,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 281, in _send_tx
    tx_response = await tx_func
TypeError: object TxResponse can't be used in 'await' expression

11/23/2022 11:32:37,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 281, in _send_tx
    tx_response = await tx_func
TypeError: object TxResponse can't be used in 'await' expression

11/23/2022 11:33:49,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 11:33:49,INFO,Connected to database fxdex
11/23/2022 11:33:50,INFO,Connected to database fxdex
11/23/2022 11:33:52,INFO,Connected to database fxdex
11/23/2022 11:33:59,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1160.47990115359,0.099,24
11/23/2022 11:34:01,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1899009-1
11/23/2022 11:34:13,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1157.00887453,0.459,25
11/23/2022 11:34:17,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketSell,193.989,0.459,ID-1899014-1
11/23/2022 01:18:23,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 01:18:23,INFO,Connected to database fxdex
11/23/2022 01:18:25,INFO,Connected to database fxdex
11/23/2022 01:18:27,INFO,Connected to database fxdex
11/23/2022 06:04:04,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 06:04:04,INFO,Connected to database fxdex
11/23/2022 06:04:05,INFO,Connected to database fxdex
11/23/2022 06:04:07,INFO,Connected to database fxdex
11/23/2022 06:04:27,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1163.84646039,0.459,26
11/23/2022 06:04:29,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketSell,193.989,0.459,ID-1905982-1
11/23/2022 06:04:43,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1167.33799977117,0.035,27
11/23/2022 06:04:46,ERROR,Error sending transaction (raw_log: failed to execute message; message index: 0: position size lower-limit is 8.000000, your size is 6.789615: position too small) (code: 117)
11/23/2022 06:05:22,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1167.33799977117,0.099,28
11/23/2022 06:05:26,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1905999-1
11/23/2022 06:35:23,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/23/2022 06:35:23,INFO,Connected to database fxdex
11/23/2022 06:35:24,INFO,Connected to database fxdex
11/23/2022 06:35:26,INFO,Connected to database fxdex
11/24/2022 09:59:47,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/24/2022 09:59:47,INFO,Connected to database fxdex
11/24/2022 09:59:49,INFO,Connected to database fxdex
11/24/2022 09:59:52,INFO,Connected to database fxdex
11/24/2022 10:04:48,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,29
11/24/2022 10:04:50,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1923138-1
11/24/2022 10:05:04,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,30
11/24/2022 10:05:07,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1923143-1
11/24/2022 10:05:10,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,31
11/24/2022 10:05:14,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1923145-1
11/24/2022 10:05:42,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1200.66537633,0.101,32
11/24/2022 10:05:44,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketSell,193.989,0.101,ID-1923154-1
11/24/2022 10:05:46,INFO,BaklavaClient,Listening to order of,AAPL:USDT,MarketBuy,13.97308981354171326,7.567,6
11/24/2022 10:05:51,INFO,MarginXClient,Execution of order of,AAPL:USDT,MarketBuy,51.694,7.567,ID-1921508-1
11/24/2022 10:05:54,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,33
11/24/2022 10:05:57,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketBuy,194.536,0.099,ID-1923158-1
11/24/2022 10:29:09,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/24/2022 10:29:09,INFO,Connected to database fxdex
11/24/2022 10:29:11,INFO,Connected to database fxdex
11/24/2022 10:29:13,INFO,Connected to database fxdex
11/24/2022 10:29:34,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,34
11/24/2022 10:29:35,ERROR,Error sending transaction (raw_log: account sequence mismatch, expected 37, got 2: incorrect account sequence) (code: 32)
11/24/2022 10:29:35,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 284, in _send_tx
    tx_response = await tx_func
RuntimeError: cannot reuse already awaited coroutine

11/24/2022 10:29:35,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 284, in _send_tx
    tx_response = await tx_func
RuntimeError: cannot reuse already awaited coroutine

11/24/2022 10:29:50,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,35
11/24/2022 10:29:51,ERROR,Error sending transaction (raw_log: account sequence mismatch, expected 37, got 2: incorrect account sequence) (code: 32)
11/24/2022 10:29:51,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 284, in _send_tx
    tx_response = await tx_func
RuntimeError: cannot reuse already awaited coroutine

11/24/2022 10:29:51,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 284, in _send_tx
    tx_response = await tx_func
RuntimeError: cannot reuse already awaited coroutine

11/24/2022 10:30:31,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1200.66537633,0.101,36
11/24/2022 10:30:36,INFO,MarginXClient,Execution of order of,TSLA:USDT,MarketSell,193.989,0.101,ID-1923598-1
11/24/2022 10:39:02,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/24/2022 10:39:02,INFO,Connected to database fxdex
11/24/2022 10:39:04,INFO,Connected to database fxdex
11/24/2022 10:39:06,INFO,Connected to database fxdex
11/24/2022 10:39:13,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1200.66537633,0.101,37
11/24/2022 10:39:13,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 289, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:39:14,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 289, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:39:14,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 289, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:40:15,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/24/2022 10:40:15,INFO,Connected to database fxdex
11/24/2022 10:40:16,INFO,Connected to database fxdex
11/24/2022 10:40:18,INFO,Connected to database fxdex
11/24/2022 10:40:33,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1200.66537633,0.101,38
11/24/2022 10:40:49,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,39
11/24/2022 10:40:49,ERROR,Error sending transaction (raw_log: account sequence mismatch, expected 38, got 2: incorrect account sequence) (code: 32)
11/24/2022 10:40:49,ERROR,Error sending transaction (raw_log: account sequence mismatch, expected 38, got 2: incorrect account sequence) (code: 32)
11/24/2022 10:40:49,ERROR,Error sending transaction (raw_log: account sequence mismatch, expected 38, got 2: incorrect account sequence) (code: 32)
11/24/2022 10:40:49,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 315, in _send_tx
    raise Exception(error_message)
Exception: Error sending transaction (raw_log: account sequence mismatch, expected 38, got 2: incorrect account sequence) (code: 32)

11/24/2022 10:51:47,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/24/2022 10:51:47,INFO,Connected to database fxdex
11/24/2022 10:51:49,INFO,Connected to database fxdex
11/24/2022 10:51:51,INFO,Connected to database fxdex
11/24/2022 10:52:15,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,40
11/24/2022 10:52:16,ERROR,Error sending transaction (raw_log: account sequence mismatch, expected 38, got 2: incorrect account sequence) (code: 32)
11/24/2022 10:52:16,ERROR,Error sending transaction (raw_log: account sequence mismatch, expected 38, got 2: incorrect account sequence) (code: 32)
11/24/2022 10:52:16,ERROR,Error sending transaction (raw_log: account sequence mismatch, expected 38, got 2: incorrect account sequence) (code: 32)
11/24/2022 10:52:16,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 315, in _send_tx
    raise Exception(error_message)
Exception: Error sending transaction (raw_log: account sequence mismatch, expected 38, got 2: incorrect account sequence) (code: 32)

11/24/2022 10:52:32,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1200.66537633,0.101,41
11/24/2022 10:52:32,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 289, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:52:32,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 289, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:52:33,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 289, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:52:43,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1200.66537633,0.101,42
11/24/2022 10:52:43,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 289, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:52:44,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 289, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:52:44,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 289, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:53:12,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/24/2022 10:53:12,INFO,Connected to database fxdex
11/24/2022 10:53:14,INFO,Connected to database fxdex
11/24/2022 10:53:16,INFO,Connected to database fxdex
11/24/2022 10:53:23,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1200.66537633,0.101,43
11/24/2022 10:53:23,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 290, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:53:23,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 290, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 10:53:24,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 290, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'coroutine' object has no attribute 'code'

11/24/2022 11:06:42,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/24/2022 11:06:42,INFO,Connected to database fxdex
11/24/2022 11:06:45,INFO,Connected to database fxdex
11/24/2022 11:06:47,INFO,Connected to database fxdex
11/24/2022 11:06:55,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketSell,1200.66537633,0.101,44
11/24/2022 11:06:58,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 290, in _send_tx
    elif tx_response.code == 0:
AttributeError: 'list' object has no attribute 'code'

11/24/2022 11:06:58,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 285, in _send_tx
    tx_response = await asyncio.gather(tx_func)
RuntimeError: cannot reuse already awaited coroutine

11/24/2022 11:06:58,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 285, in _send_tx
    tx_response = await asyncio.gather(tx_func)
RuntimeError: cannot reuse already awaited coroutine

11/24/2022 11:07:14,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,45
11/24/2022 11:07:15,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 285, in _send_tx
    tx_response = await asyncio.gather(tx_func)
  File "/Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/asyncio/tasks.py", line 756, in gather
    return _gather(*coros_or_futures, loop=loop, return_exceptions=return_exceptions)
  File "/Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/asyncio/tasks.py", line 828, in _gather
    if arg not in arg_to_fut:
  File "/Users/richardng/Desktop/Baklava/env/lib/python3.9/site-packages/google/protobuf/message.py", line 94, in __hash__
    raise TypeError('unhashable object')
TypeError: unhashable object

11/24/2022 11:07:15,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 285, in _send_tx
    tx_response = await asyncio.gather(tx_func)
  File "/Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/asyncio/tasks.py", line 756, in gather
    return _gather(*coros_or_futures, loop=loop, return_exceptions=return_exceptions)
  File "/Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/asyncio/tasks.py", line 828, in _gather
    if arg not in arg_to_fut:
  File "/Users/richardng/Desktop/Baklava/env/lib/python3.9/site-packages/google/protobuf/message.py", line 94, in __hash__
    raise TypeError('unhashable object')
TypeError: unhashable object

11/24/2022 11:07:16,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 285, in _send_tx
    tx_response = await asyncio.gather(tx_func)
  File "/Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/asyncio/tasks.py", line 756, in gather
    return _gather(*coros_or_futures, loop=loop, return_exceptions=return_exceptions)
  File "/Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/asyncio/tasks.py", line 828, in _gather
    if arg not in arg_to_fut:
  File "/Users/richardng/Desktop/Baklava/env/lib/python3.9/site-packages/google/protobuf/message.py", line 94, in __hash__
    raise TypeError('unhashable object')
TypeError: unhashable object

11/24/2022 11:08:09,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/24/2022 11:08:09,INFO,Connected to database fxdex
11/24/2022 11:08:11,INFO,Connected to database fxdex
11/24/2022 11:08:13,INFO,Connected to database fxdex
11/24/2022 11:08:18,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,46
11/24/2022 11:08:19,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    tx_response = await tx_func
TypeError: object TxResponse can't be used in 'await' expression

11/24/2022 11:08:19,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    tx_response = await tx_func
TypeError: object TxResponse can't be used in 'await' expression

11/24/2022 11:08:19,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    tx_response = await tx_func
TypeError: object TxResponse can't be used in 'await' expression

11/24/2022 11:09:02,INFO,address: 0xb7F836669c0ac2968a53078b84a6627a7609aC60
11/24/2022 11:09:02,INFO,Connected to database fxdex
11/24/2022 11:09:04,INFO,Connected to database fxdex
11/24/2022 11:09:05,INFO,Connected to database fxdex
11/24/2022 11:09:10,INFO,BaklavaClient,Listening to order of,TSLA:USDT,MarketBuy,1204.26737245899,0.099,47
11/24/2022 11:09:11,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    tx_response = await tx_func
TypeError: object TxResponse can't be used in 'await' expression

11/24/2022 11:09:11,ERROR,Error sending transaction Traceback (most recent call last):
  File "/Users/richardng/Desktop/Baklava/Marginx/grpcClient.py", line 286, in _send_tx
    tx_response = await tx_func
TypeError: object TxResponse can't be used in 'await' expression

11/24/2022 11:09:11,ERROR,Error sending transaction Traceback (most recent call last):
